customer_id,customer_region,customer_age,vendor_count,product_count,is_chain,first_order,last_order,last_promo,payment_method,CUI_American,CUI_Asian,CUI_Beverages,CUI_Cafe,CUI_Chicken Dishes,CUI_Chinese,CUI_Desserts,CUI_Healthy,CUI_Indian,CUI_Italian,CUI_Japanese,CUI_Noodle Dishes,CUI_OTHER,CUI_Street Food / Snacks,CUI_Thai,DOW_0,DOW_1,DOW_2,DOW_3,DOW_4,DOW_5,DOW_6,HR_0,HR_1,HR_2,HR_3,HR_4,HR_5,HR_6,HR_7,HR_8,HR_9,HR_10,HR_11,HR_12,HR_13,HR_14,HR_15,HR_16,HR_17,HR_18,HR_19,HR_20,HR_21,HR_22,HR_23,late_night,early_morning,morning,midday,afternoon_evening,night,weekday,weekend,total_spending,total_orders,used_promo,broader_region,order_frequency,order_span,avg_product_cost,avg_order_cost,products_per_vendor,cui_diversity_score,prefered_cuisine,dow_diversity_score,hr_diversity_score
43cc09e048,2360,22.0,10,27,16,0.0,88,DISCOUNT,CASH,2.09,0.0,0.0,0.0,68.5,0.0,0.0,0.0,0.0,0.0,28.87,0.0,0.0,0.0,7.13,0,2,0,3,3,0,8,0.0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,2,1,3,1,1,2,0,0,0.0,0,2,4,7,3,8,8,106.59,16,1,2,5.5,88.0,3.947777777777778,6.661875,2.7,4,CUI_Chicken Dishes,4,9
47db5c658c,4660,22.0,10,33,23,0.0,88,NO PROMO,CARD,12.29,28.2,0.0,82.18,0.0,0.0,0.0,0.0,0.0,15.04,74.72,0.0,0.0,0.0,0.0,2,0,2,4,3,10,3,0.0,0,0,0,0,0,1,5,6,4,3,0,1,1,1,0,0,2,0,0,0,0,0,0,0.0,12,8,2,2,0,11,13,212.43,24,0,4,3.6666666666666665,88.0,6.4372727272727275,8.85125,3.3,5,CUI_Cafe,6,9
5470e308e8,4660,29.0,6,30,11,0.0,88,DELIVERY,CARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.25,8.77,53.41,0.0,99.0,0.0,0.0,3,3,3,4,1,5,2,0.0,0,0,0,0,0,0,0,0,3,6,3,0,1,2,3,2,1,0,0,0,0,0,0,0.0,0,12,6,3,0,14,7,214.43,21,1,4,4.190476190476191,88.0,7.147666666666667,10.210952380952381,5.0,4,CUI_OTHER,7,8
56df745283,4660,35.0,4,26,10,0.0,88,FREEBIE,CASH,101.93,28.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.11,0.0,1,1,2,5,1,2,4,0.0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,1,1,0,1,2,0,0,0,0,0.0,0,5,7,4,0,10,6,159.28000000000003,16,1,4,5.5,88.0,6.126153846153847,9.955000000000002,6.5,3,CUI_American,7,8
58d59cfd38,2440,32.0,10,21,20,0.0,88,FREEBIE,CARD,3.51,0.0,0.0,0.0,3.01,6.01,0.0,0.0,0.0,3.79,0.0,50.94,2.98,0.0,0.0,2,0,1,2,2,7,6,0.0,0,0,0,0,0,0,0,2,3,2,1,2,1,0,0,0,2,1,0,1,0,2,3,0.0,2,8,1,3,6,7,13,70.24,20,1,2,4.4,88.0,3.3447619047619046,3.5119999999999996,2.1,6,CUI_Noodle Dishes,6,11
5c835e730b,4660,22.0,13,35,6,0.0,88,NO PROMO,CASH,22.05,19.18,0.0,0.0,0.0,0.0,0.0,8.95,5.45,78.81,32.91,0.0,10.09,0.0,0.0,3,4,3,2,3,4,9,0.0,0,0,0,0,0,0,0,0,4,3,2,3,4,1,2,5,4,0,0,0,0,0,0,0.0,0,12,7,9,0,15,13,177.44,28,0,4,3.142857142857143,88.0,5.069714285714285,6.337142857142857,2.6923076923076925,7,CUI_Italian,7,9
5e232c82f5,2360,29.0,21,37,30,0.0,88,FREEBIE,CARD,8.43,0.0,6.16,0.0,9.04,21.5,0.0,19.22,0.0,0.0,18.39,0.0,23.13,0.0,2.19,4,0,7,8,5,6,5,0.0,0,1,0,0,1,0,1,3,1,2,7,3,4,3,2,1,1,2,1,1,0,0,1,1.0,5,13,9,5,2,24,11,108.05999999999999,35,1,2,2.5142857142857142,88.0,2.9205405405405402,3.087428571428571,1.7619047619047619,8,CUI_OTHER,6,17
5f2c1a81d2,2490,24.0,4,20,20,0.0,88,NO PROMO,CARD,0.0,0.0,0.0,0.0,0.0,34.93,0.0,0.0,0.0,0.0,4.73,7.08,18.05,0.0,0.0,1,0,0,2,3,8,6,0.0,0,0,0,0,0,0,0,0,0,0,2,8,1,2,0,0,1,2,2,1,1,0,0,0.0,0,10,3,5,2,6,14,64.78999999999999,20,0,2,4.4,88.0,3.2394999999999996,3.2394999999999996,5.0,4,CUI_Chinese,5,9
6615e87719,2360,28.0,14,40,29,0.0,88,FREEBIE,CASH,98.8,0.0,0.0,1.54,0.0,0.0,0.0,0.0,2.74,2.01,5.38,5.88,15.94,0.0,0.0,0,5,4,6,4,7,7,0.0,0,0,0,0,0,0,0,0,0,6,1,2,2,2,2,2,2,0,8,6,0,0,0,0.0,0,9,6,12,6,19,14,132.29,33,1,2,2.6666666666666665,88.0,3.30725,4.008787878787879,2.857142857142857,7,CUI_American,6,10
6b3e341b15,2360,26.0,13,23,19,0.0,88,DISCOUNT,CARD,0.0,0.0,0.0,0.0,0.0,28.73,0.0,0.0,0.0,3.17,1.57,16.5,20.62,0.0,0.0,5,3,2,3,2,0,4,0.0,0,0,0,0,0,0,0,0,0,1,9,1,1,1,1,1,4,0,0,0,0,0,0,0.0,0,11,3,5,0,15,4,70.59,19,1,2,4.631578947368421,88.0,3.069130434782609,3.715263157894737,1.7692307692307692,5,CUI_Chinese,6,8
733ef62d70,4660,35.0,13,58,45,0.0,88,NO PROMO,CASH,110.31,84.46,0.0,53.96,0.0,0.0,0.0,53.02,0.0,7.85,0.0,0.0,19.51,0.0,4.99,8,8,9,7,6,5,9,0.0,0,0,0,0,0,1,0,3,6,2,7,8,6,4,1,9,3,1,1,0,0,0,0,0.0,4,23,11,14,0,38,14,334.1,52,0,4,1.6923076923076923,88.0,5.7603448275862075,6.425000000000001,4.461538461538462,7,CUI_American,7,13
79db33bf39,2360,20.0,32,83,47,0.0,88,NO PROMO,DIGI,13.37,47.62,29.54,0.0,15.48,159.08,0.0,0.0,14.79,0.0,9.29,34.11,0.0,4.15,3.13,5,9,9,10,7,5,12,1.0,1,0,0,0,0,0,2,7,4,4,7,2,5,1,0,1,3,7,3,4,1,3,1,2.0,9,17,6,14,9,40,17,330.56000000000006,57,0,2,1.543859649122807,88.0,3.982650602409639,5.799298245614036,2.59375,10,CUI_Chinese,7,18
7ddd737c5f,2360,22.0,9,39,27,0.0,88,NO PROMO,CARD,0.0,0.0,40.92,0.0,6.33,0.0,0.0,3.24,76.02,8.42,0.0,0.0,0.0,0.0,13.34,7,1,2,7,4,3,3,1.0,0,0,0,0,0,1,0,1,0,3,6,0,3,2,0,0,2,3,1,2,1,1,0,1.0,2,9,5,6,4,21,6,148.26999999999998,27,0,2,3.259259259259259,88.0,3.8017948717948715,5.491481481481481,4.333333333333333,6,CUI_Indian,7,13
8844949a4f,2360,29.0,9,23,9,0.0,88,NO PROMO,CARD,0.0,9.97,0.0,0.0,0.0,24.32,3.56,0.0,0.0,0.0,24.81,25.52,9.6,0.0,0.0,1,0,2,3,1,1,7,0.0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,1,0,2,3,0,0,0,0,0,0.0,0,7,3,5,0,7,8,97.77999999999999,15,0,2,5.866666666666666,88.0,4.251304347826086,6.5186666666666655,2.5555555555555554,6,CUI_Noodle Dishes,6,6
89b7866691,2360,20.0,41,110,73,0.0,88,DELIVERY,DIGI,33.25,0.0,46.6,4.74,12.06,6.08,10.19,13.97,0.0,1.25,15.35,5.55,202.54,1.3,9.89,6,15,15,11,8,13,14,0.0,1,0,1,1,0,0,0,1,3,4,0,0,1,5,16,22,8,6,4,4,1,1,3,3.0,1,7,22,40,9,55,27,362.77,82,1,2,1.0731707317073171,88.0,3.2979090909090907,4.424024390243902,2.682926829268293,13,CUI_OTHER,7,17
8ca9334eb0,4660,21.0,10,29,22,0.0,88,NO PROMO,DIGI,41.16,0.0,0.0,28.98,0.0,0.0,0.0,30.04,7.46,24.7,5.13,0.0,0.0,0.0,28.71,0,1,2,5,6,9,5,0.0,0,0,0,0,0,0,0,0,2,3,1,2,2,0,0,3,6,7,2,0,0,0,0,0.0,0,8,2,18,0,14,14,166.18,28,0,4,3.142857142857143,88.0,5.730344827586207,5.9350000000000005,2.9,7,CUI_American,6,9
8ec67f0d7f,4660,24.0,8,26,9,0.0,88,NO PROMO,CARD,37.15,0.0,0.0,45.55,0.0,0.0,0.0,23.2,0.0,0.0,0.0,0.0,15.66,0.0,17.19,2,2,4,5,1,5,5,0.0,0,0,0,0,0,0,0,4,0,5,0,1,0,1,1,6,5,1,0,0,0,0,0,0.0,4,6,2,12,0,14,10,138.75,24,0,4,3.6666666666666665,88.0,5.336538461538462,5.78125,3.25,5,CUI_Cafe,7,8
910e70571d,4660,41.0,18,117,26,0.0,88,NO PROMO,CARD,104.95,14.44,0.0,21.7,0.0,0.0,0.0,7.71,28.13,109.05,0.0,0.0,243.18,0.0,59.2,11,13,14,17,11,12,12,0.0,0,0,0,0,0,0,0,0,1,4,21,9,4,1,1,6,9,24,10,0,0,0,0,0.0,0,35,6,49,0,66,24,588.3600000000001,90,0,4,0.9777777777777777,88.0,5.02871794871795,6.5373333333333346,6.5,8,CUI_OTHER,7,11
92ced2dcb9,2360,23.0,40,269,81,0.0,88,NO PROMO,CARD,19.08,70.01,37.92,18.3,0.0,739.73,0.0,0.0,0.0,20.11,84.05,197.84,109.31,12.34,109.64,15,17,14,10,9,9,20,0.0,0,0,0,0,0,0,0,0,1,3,9,12,3,4,3,8,14,7,15,9,2,2,2,0.0,0,25,10,44,15,65,29,1418.33,94,0,2,0.9361702127659575,88.0,5.272602230483271,15.088617021276596,6.725,11,CUI_Chinese,7,15
9b3b6bf884,8670,31.0,24,46,14,0.0,88,FREEBIE,CARD,97.86,159.34,5.98,0.0,0.0,37.25,0.0,0.0,0.0,0.0,53.92,0.0,0.0,111.48,0.0,9,1,7,9,1,0,5,2.0,4,0,2,2,2,1,2,1,2,2,2,3,2,1,0,1,0,0,0,0,0,1,2,10.0,6,9,3,1,3,27,5,465.83000000000004,32,1,8,2.75,88.0,10.126739130434784,14.557187500000001,1.9166666666666667,6,CUI_Asian,6,17
a4669e02b3,2440,28.0,13,22,17,0.0,88,FREEBIE,CARD,12.37,4.04,1.46,14.5,1.19,7.15,0.0,0.0,0.0,0.72,0.0,0.0,15.23,0.0,0.0,2,4,4,2,2,3,2,0.0,0,0,0,0,0,0,0,2,0,0,0,4,1,1,1,7,2,1,0,0,0,0,0,0.0,2,4,3,10,0,14,5,56.66,19,1,2,4.631578947368421,88.0,2.575454545454545,2.9821052631578944,1.6923076923076923,8,CUI_OTHER,7,8
ab2fff2531,8670,19.0,11,29,6,0.0,88,NO PROMO,CARD,23.72,54.93,83.87,0.0,0.0,0.0,91.45,0.0,0.0,0.0,0.0,0.0,0.0,42.53,0.0,3,0,2,4,4,2,4,0.0,0,0,0,0,0,2,3,1,3,6,0,1,2,1,0,0,0,0,0,0,0,0,0,0.0,6,10,3,0,0,13,6,296.5,19,0,8,4.631578947368421,88.0,10.224137931034482,15.605263157894736,2.6363636363636362,5,CUI_Desserts,6,8
bbecc39e1d,2360,34.0,19,75,56,0.0,88,NO PROMO,CARD,4.82,20.31,14.76,0.0,99.29,5.04,0.0,0.0,0.0,0.0,4.05,12.33,48.57,0.0,26.64,9,13,10,9,6,5,10,3.0,5,5,2,0,0,0,0,1,2,1,3,6,0,1,2,2,4,10,8,4,0,0,3,15.0,1,12,3,24,7,47,15,235.81,62,0,2,1.4193548387096775,88.0,3.1441333333333334,3.8033870967741934,3.9473684210526314,9,CUI_Chicken Dishes,7,17
be21cd3ecc,2360,24.0,20,45,33,0.0,88,NO PROMO,CARD,2.49,13.48,0.0,0.0,15.98,10.61,7.78,0.0,0.0,6.86,1.14,34.11,36.04,0.0,0.0,4,10,6,6,4,3,4,0.0,0,0,0,0,0,0,0,0,3,6,7,8,2,1,2,1,1,2,3,0,1,0,0,0.0,0,24,5,7,1,30,7,128.49,37,0,2,2.3783783783783785,88.0,2.8553333333333337,3.472702702702703,2.25,9,CUI_OTHER,7,12
c4734a9e21,2360,19.0,11,23,20,0.0,88,NO PROMO,DIGI,13.52,11.57,11.83,0.0,13.37,0.0,0.0,17.37,9.89,0.0,0.0,0.0,0.0,0.0,0.0,3,2,2,4,2,3,4,0.0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,4,10,0,0,0,0,0.0,0,5,1,14,0,13,7,77.55,20,0,2,4.4,88.0,3.3717391304347823,3.8775,2.090909090909091,6,CUI_Healthy,7,5
cc858e5244,4660,23.0,1,20,0,0.0,88,NO PROMO,CARD,0.0,0.0,0.0,0.0,0.0,195.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1,6,2,0,1,0.0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,8,1,0,0,0,0,0,0,0,0.0,0,2,12,1,0,14,1,195.3,15,0,4,5.866666666666666,88.0,9.765,13.020000000000001,20.0,1,CUI_Chinese,6,6
d4cce73711,4660,33.0,8,27,6,0.0,88,NO PROMO,DIGI,41.54,11.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.01,4.29,0.0,22.32,0.0,0.0,2,3,6,6,2,2,4,0.0,0,0,0,0,0,0,0,0,1,1,2,0,4,2,0,3,2,3,4,2,1,0,0,0.0,0,4,6,12,3,19,6,124.11000000000001,25,0,4,3.52,88.0,4.596666666666668,4.9644,3.375,5,CUI_Italian,7,11
d7e18ce08b,2360,35.0,13,44,28,0.0,88,DELIVERY,CASH,4.62,16.79,125.51,0.0,0.0,0.0,3.91,0.0,0.0,0.0,20.26,6.18,0.0,0.0,0.0,1,7,5,4,4,3,4,0.0,0,0,0,0,0,0,0,0,0,0,6,2,0,7,2,1,0,2,3,4,1,0,0,0.0,0,8,9,6,5,21,7,177.27,28,1,2,3.142857142857143,88.0,4.028863636363637,6.331071428571429,3.3846153846153846,6,CUI_Beverages,7,9
de7af033c7,4660,46.0,6,33,20,0.0,88,NO PROMO,DIGI,42.14,2.22,0.0,122.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.51,2,2,3,3,3,3,10,0.0,0,0,0,0,1,0,0,4,2,3,4,2,2,1,1,1,2,3,0,0,0,0,0,0.0,5,11,4,6,0,13,13,188.04,26,0,4,3.3846153846153846,88.0,5.698181818181818,7.232307692307692,5.5,4,CUI_Cafe,7,12
ea0dbd600b,2360,29.0,16,30,12,0.0,88,NO PROMO,CARD,0.0,4.73,28.72,0.0,0.0,31.73,0.0,0.0,0.0,0.0,16.92,19.09,16.92,0.0,0.0,0,0,1,3,2,6,7,0.0,0,0,0,0,0,0,0,1,0,0,4,8,0,0,0,0,2,1,3,0,0,0,0,0.0,1,12,0,6,0,6,13,118.11000000000001,19,0,2,4.631578947368421,88.0,3.9370000000000003,6.216315789473685,1.875,6,CUI_Chinese,5,6
eafa5db88c,4660,22.0,5,25,22,0.0,88,NO PROMO,CARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95,0.0,0.0,121.55,0.0,0.0,0.0,12.81,2,6,1,5,5,2,2,0.0,0,0,0,0,0,0,0,0,1,1,3,3,2,4,1,2,5,0,1,0,0,0,0,0.0,0,8,7,8,0,19,4,143.31,23,0,4,3.8260869565217392,88.0,5.7324,6.230869565217391,5.0,3,CUI_Japanese,7,10
f61f28b6b0,2360,32.0,10,25,17,0.0,88,DISCOUNT,CARD,2.3,9.67,20.11,0.0,37.51,0.0,0.0,0.0,0.0,11.44,0.0,0.0,0.0,4.63,0.0,1,0,4,5,5,0,4,0.0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,3,1,2,5,1,0,0,0,0,0.0,0,6,4,9,0,15,4,85.66,19,1,2,4.631578947368421,88.0,3.4263999999999997,4.508421052631578,2.5,6,CUI_Chicken Dishes,5,9
fb81e4f213,4660,37.0,11,25,3,0.0,88,DISCOUNT,CARD,0.0,0.0,0.0,14.72,0.0,0.0,0.0,0.0,0.0,91.46,0.0,0.0,20.43,17.53,0.0,2,3,3,3,2,2,4,0.0,0,0,0,0,0,0,0,0,1,5,0,1,2,0,1,0,0,3,6,0,0,0,0,0.0,0,7,3,9,0,13,6,144.14,19,1,4,4.631578947368421,88.0,5.765599999999999,7.586315789473684,2.272727272727273,4,CUI_Italian,7,7
0029104fee,2360,29.0,15,41,22,0.0,89,NO PROMO,CARD,3.02,6.98,44.58,0.0,19.73,8.73,0.0,0.0,0.0,0.0,5.13,14.56,30.38,0.0,0.0,5,3,3,4,8,3,4,0.0,0,0,0,0,0,0,0,4,3,0,3,7,2,1,0,1,2,3,3,0,1,0,0,0.0,4,13,3,9,1,23,7,133.11,30,0,2,2.966666666666667,89.0,3.246585365853659,4.437,2.7333333333333334,8,CUI_Beverages,7,11
021e4dfc01,2360,26.0,12,28,10,0.0,89,NO PROMO,CARD,0.0,0.0,0.0,0.0,2.51,46.9,0.0,0.0,0.0,2.23,24.7,3.28,21.13,0.0,4.24,4,1,1,3,4,0,5,0.0,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,2,2,0,3,0,2,2,0,4.0,2,1,0,7,4,13,5,104.98999999999998,18,0,2,4.944444444444445,89.0,3.7496428571428564,5.8327777777777765,2.3333333333333335,7,CUI_Chinese,6,11
052b8314a4,4660,22.0,8,36,7,0.0,89,NO PROMO,CARD,2.29,0.0,0.0,65.65,0.0,0.0,0.0,0.0,0.0,71.6,78.83,0.0,0.0,0.0,0.0,2,2,2,1,7,5,7,0.0,0,1,0,0,0,0,0,0,1,4,2,0,1,0,0,2,5,4,6,0,0,0,0,1.0,0,7,1,17,0,14,12,218.37,26,0,4,3.423076923076923,89.0,6.065833333333334,8.398846153846154,4.5,4,CUI_Japanese,7,9
18b06aa3f5,4660,21.0,4,21,6,0.0,89,NO PROMO,DIGI,61.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.29,7.01,0.0,0.0,0.0,0.0,1,2,0,2,2,1,2,0.0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,2,1,0,0,1,0,0,0.0,0,3,3,3,1,7,3,156.95999999999998,10,0,4,8.9,89.0,7.474285714285713,15.695999999999998,5.25,3,CUI_Italian,6,8
23f8edf4f9,2360,48.0,14,25,16,0.0,89,NO PROMO,CARD,11.05,4.15,10.96,10.42,0.0,0.0,0.0,0.0,0.0,0.0,10.52,0.0,32.53,0.0,5.43,0,6,2,3,4,1,3,0.0,0,0,0,0,0,0,0,0,0,5,2,4,1,0,0,0,4,2,1,0,0,0,0,0.0,0,11,1,7,0,15,4,85.06,19,0,2,4.684210526315789,89.0,3.4024,4.476842105263158,1.7857142857142858,7,CUI_OTHER,6,7
25e78bdead,4140,31.0,3,38,0,0.0,89,NO PROMO,CARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.65,0.0,0.0,0.0,0.0,0.0,2,2,4,8,4,6,6,0.0,0,0,0,0,0,0,0,1,1,2,4,0,3,2,3,6,4,3,2,1,0,0,0,0.0,1,7,8,15,1,20,12,177.65,32,0,4,2.78125,89.0,4.675,5.5515625,12.666666666666666,1,CUI_Italian,7,12
308104e8d6,2360,16.0,18,25,18,0.0,89,DISCOUNT,CARD,9.31,12.96,2.53,0.0,8.4,12.09,0.0,0.0,10.01,1.21,0.0,1.31,14.9,0.0,0.0,2,2,2,5,1,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,8,4,1,1,0,0,0.0,0,1,2,15,2,12,8,72.72000000000001,20,1,2,4.45,89.0,2.9088000000000007,3.6360000000000006,1.3888888888888888,9,CUI_OTHER,7,8
3c33c9626a,4660,26.0,10,28,15,0.0,89,DISCOUNT,CARD,21.4,42.97,0.0,22.28,0.0,0.0,0.0,0.0,0.0,31.71,26.71,0.0,47.52,0.0,0.0,3,3,5,2,4,5,5,0.0,0,0,0,0,0,0,0,1,2,1,1,4,0,0,0,7,5,6,0,0,0,0,0,0.0,1,8,0,18,0,17,10,192.59000000000003,27,1,4,3.2962962962962963,89.0,6.878214285714287,7.1329629629629645,2.8,6,CUI_OTHER,7,8
4861de3f34,8670,21.0,23,45,30,0.0,89,NO PROMO,CASH,35.99,118.73,48.01,0.0,0.0,0.0,66.66,0.0,0.0,0.0,0.0,0.0,0.0,31.7,0.0,5,3,6,10,4,8,7,2.0,1,0,2,1,3,8,7,4,6,1,2,0,1,2,0,1,1,0,0,0,0,1,0,6.0,22,9,3,2,1,28,15,301.09,43,0,8,2.0697674418604652,89.0,6.690888888888888,7.002093023255814,1.9565217391304348,5,CUI_Asian,7,16
4e26d637e6,4660,25.0,11,32,4,0.0,89,NO PROMO,CARD,78.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.11,0.0,0.0,0.0,0.0,0.0,1,1,2,0,6,5,9,0.0,0,0,0,0,0,0,0,1,3,5,2,3,1,0,1,5,1,0,1,1,0,0,0,0.0,1,13,2,7,1,10,14,191.24,24,0,4,3.7083333333333335,89.0,5.97625,7.968333333333334,2.909090909090909,2,CUI_Italian,6,11
4fffa51003,4660,20.0,13,29,15,0.0,89,NO PROMO,CASH,0.0,29.32,0.0,17.45,0.0,0.0,0.0,0.0,94.28,16.47,0.0,0.0,34.68,0.0,0.0,6,4,4,1,4,1,5,0.0,0,0,0,0,0,0,2,1,2,3,3,5,1,1,2,1,2,2,0,0,0,0,0,0.0,3,13,4,5,0,19,6,192.20000000000002,25,0,4,3.56,89.0,6.627586206896552,7.688000000000001,2.230769230769231,5,CUI_Indian,7,12
5460ff45d1,8670,38.0,9,57,31,0.0,89,NO PROMO,CARD,17.61,537.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.69,0.0,0.0,0.0,0.0,3,4,4,7,7,5,7,0.0,0,0,7,14,4,0,0,0,0,1,4,4,2,0,1,0,0,0,0,0,0,0,0,21.0,4,9,3,0,0,25,12,621.79,37,0,8,2.4054054054054053,89.0,10.908596491228069,16.805135135135135,6.333333333333333,3,CUI_Asian,7,8
5665be6e5b,4660,23.0,18,55,18,0.0,89,DISCOUNT,DIGI,50.13,34.35,0.0,0.0,0.0,16.15,0.0,0.0,14.9,141.4,52.82,0.0,65.44,0.0,0.0,1,6,2,5,10,10,9,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,13,23,4,0,0,0,0,0,0,0,0.0,0,2,37,4,0,24,19,375.19,43,1,4,2.0697674418604652,89.0,6.8216363636363635,8.725348837209303,3.0555555555555554,7,CUI_Italian,7,6
58b203a2f3,2360,27.0,12,31,21,0.0,89,NO PROMO,CARD,59.37,0.0,13.43,0.0,4.42,0.0,23.14,0.0,0.0,0.0,0.0,6.57,16.24,4.27,0.0,1,1,1,1,5,5,7,0.0,0,0,0,0,0,2,0,2,4,1,0,0,0,0,1,0,2,1,2,1,3,2,0,0.0,4,5,1,5,6,9,12,127.44,21,0,2,4.238095238095238,89.0,4.110967741935484,6.0685714285714285,2.5833333333333335,7,CUI_American,7,11
5ad224b45f,4660,26.0,18,49,19,0.0,89,NO PROMO,CARD,11.77,91.79,0.0,19.27,0.0,0.0,0.0,8.68,0.0,28.47,42.41,0.0,53.3,0.0,48.22,5,4,5,4,5,4,9,0.0,0,0,0,0,0,0,0,0,1,2,5,4,4,0,1,3,3,8,1,4,0,0,0,0.0,0,12,5,15,4,23,13,303.90999999999997,36,0,4,2.4722222222222223,89.0,6.202244897959183,8.441944444444443,2.7222222222222223,8,CUI_Asian,7,11
5ec591e145,2360,22.0,3,29,25,0.0,89,NO PROMO,CARD,3.87,0.0,0.0,0.0,0.0,56.89,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1,5,6,2,4,0.0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,1,1,0,0,3,1,0,0,0,0.0,0,5,15,4,1,19,6,65.88,25,0,2,3.56,89.0,2.2717241379310344,2.6351999999999998,9.666666666666666,3,CUI_Chinese,7,6
6258bf70e6,2360,28.0,20,42,26,0.0,89,NO PROMO,CARD,9.97,13.71,37.79,0.0,1.77,29.23,0.0,0.0,0.0,0.0,5.95,1.16,22.8,0.0,0.0,6,4,6,4,2,5,7,0.0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,1,6,6,5,2,2,1,0,0,0.0,0,6,6,19,3,22,12,122.38,34,0,2,2.6176470588235294,89.0,2.913809523809524,3.599411764705882,2.1,8,CUI_Beverages,7,12
6e0131afeb,2360,25.0,14,81,33,0.0,89,NO PROMO,CARD,27.88,1.96,30.22,0.0,0.0,12.47,0.0,0.0,0.0,8.63,0.0,275.11,32.05,0.0,0.0,10,8,3,3,5,4,4,0.0,0,0,0,0,0,0,0,0,1,2,13,1,5,1,0,0,0,0,2,3,6,3,0,0.0,0,17,6,2,12,29,8,388.32,37,0,2,2.4054054054054053,89.0,4.794074074074074,10.495135135135135,5.785714285714286,7,CUI_Noodle Dishes,7,10
709b318654,4660,22.0,4,31,25,0.0,89,DISCOUNT,CARD,152.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,0.0,26.9,4,4,5,4,5,5,4,0.0,0,0,0,0,0,0,0,0,4,0,2,0,1,6,9,6,1,1,1,0,0,0,0,0.0,0,6,16,9,0,22,9,186.04999999999998,31,1,4,2.870967741935484,89.0,6.001612903225806,6.001612903225806,7.75,3,CUI_American,7,9
720eab263f,4660,24.0,13,27,5,0.0,89,NO PROMO,CARD,31.62,11.73,0.0,78.24,0.0,0.0,0.0,0.0,0.0,10.76,13.81,0.0,39.28,0.0,0.0,1,2,2,5,4,3,4,0.0,0,0,0,0,1,2,5,1,3,4,1,0,0,0,3,1,0,0,0,0,0,0,0,0.0,9,8,3,1,0,14,7,185.44,21,0,4,4.238095238095238,89.0,6.868148148148148,8.83047619047619,2.076923076923077,6,CUI_Cafe,7,9
7d95e52978,4660,29.0,12,30,4,0.0,89,NO PROMO,DIGI,9.05,5.08,0.0,43.33,0.0,0.0,0.0,0.0,15.17,0.0,16.1,0.0,87.34,0.0,0.0,4,5,8,2,3,3,2,0.0,0,0,0,0,0,0,0,1,9,9,1,2,0,0,0,0,1,2,2,0,0,0,0,0.0,1,21,0,5,0,22,5,176.07,27,0,4,3.2962962962962963,89.0,5.869,6.521111111111111,2.5,6,CUI_OTHER,7,8
80ab62f87a,4660,30.0,14,64,35,0.0,89,FREEBIE,DIGI,27.69,5.07,0.0,79.19,0.0,0.0,0.0,0.0,0.0,30.36,0.0,0.0,148.2,4.18,99.15,5,9,10,13,9,8,7,0.0,0,0,0,0,0,2,2,2,1,2,4,5,8,3,7,10,6,5,2,2,0,0,0,0.0,6,12,18,23,2,46,15,393.84000000000003,61,1,4,1.459016393442623,89.0,6.1537500000000005,6.456393442622951,4.571428571428571,7,CUI_OTHER,7,15
857bd8b42d,4660,22.0,26,64,20,0.0,89,NO PROMO,CARD,115.89,62.39,0.0,82.74,0.0,0.0,0.0,15.46,0.0,8.62,0.0,0.0,101.94,0.0,9.43,2,2,7,9,10,9,8,0.0,0,0,0,0,0,1,3,2,3,4,6,2,5,8,4,4,3,0,1,0,0,1,0,0.0,6,15,17,8,1,30,17,396.46999999999997,47,0,4,1.8936170212765957,89.0,6.1948437499999995,8.435531914893616,2.4615384615384617,7,CUI_American,7,14
